titulo;URUBU - 001;URUBU - 002;URUBU - 003;URUBU - 004;URUBU - 005;URUBU - 006;URUBU - 007;URUBU - 008;URUBU - 009;URUBU - 010;URUBU - 011;URUBU - 012;URUBU - 014;URUBU - 015;URUBU - 016;URUBU - 017;URUBU - 018;URUBU - 019;URUBU - 020;URUBU - 021;URUBU - 022;URUBU - 023;URUBU - 025;URUBU - 026;URUBU - 030;URUBU - 031;URUBU - 032;URUBU - 033;URUBU - 034;URUBU - 035;URUBU - 036;URUBU - 037;URUBU - 038;URUBU - 039;URUBU - 040;URUBU - 041;URUBU - 042
5/JUNE/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/JUNE/2022;1.3757759;None;0.8573787;1.0118287;0;0;0;None;None;None;None;None;None;0;None;None;0;0;None;1.2670021;None;1.0421814;0;0;None;None;None;None;None;None;None;None;None;0;0;1.4221401;None
7/JUNE/2022;0;None;0;0;0;0;0;None;None;None;None;None;None;0.54685986;None;None;0;1.0460784;None;1.2691519;None;1.0383254;0;0;None;None;None;None;None;None;None;None;None;0;0.57340777;1.395437;1.4953364
8/JUNE/2022;1.3695714;None;0;0;0;0;0;None;None;None;None;None;None;0;None;None;0;0;None;1.2757293;None;1.0351493;0;0;None;None;None;None;None;None;None;None;None;0;0;1.407056;1.4742228
9/JUNE/2022;1.3578337;None;0;0;0;0;0;None;None;None;None;None;None;0;None;None;0;0;None;1.2648596;None;0;0;0;None;None;None;None;None;None;None;None;None;0;0;1.4106407;1.4490466
10/JUNE/2022;1.3486098;None;0.8421362;1.0242333;0;0.680144;1.5212948;None;None;None;None;None;None;0;None;None;0;0;None;0;None;1.0402001;0;0;None;None;None;None;None;None;None;None;None;0;0;1.4110639;1.4290649
11/JUNE/2022;1.3384215;None;0.9147741;1.0104225;1.5088539;0.6669132;1.3340983;None;None;None;None;None;None;0.49498317;None;None;0;0;None;1.261447;None;0;0;0;None;None;None;None;None;None;None;None;None;0;0.57931304;1.4016404;1.4273593
12/JUNE/2022;1.3386211;None;0.8754048;1.0112641;1.5235143;0.65586877;1.4520866;None;None;None;None;None;None;0.5228455;None;None;0;None;None;1.2709919;None;0;0;0;None;None;None;None;None;None;None;None;None;0;0.57448;1.4053838;1.4277819
13/JUNE/2022;0;None;0.96416026;0.99297994;0;0.67948085;1.4275709;None;None;None;0;0;None;0.53395444;None;None;0;0;None;0;None;1.0341793;0;0;None;None;None;None;None;None;None;None;None;0;0.56992453;1.412808;0
14/JUNE/2022;0;None;0;0;0;0.6654728;1.3796431;None;None;None;1.454845;1.0226647;1.1286154;0.5459685;None;None;0.7928014;0;None;1.2670627;None;1.0275102;0;0;None;None;None;None;None;None;None;None;None;0;0.5774786;1.4068241;0
15/JUNE/2022;0;None;0;0;0;0.6598691;1.34385;None;None;None;1.4667104;0;0;0.5459522;None;None;0.7925857;None;None;1.2639052;None;0;0;0;None;None;None;None;None;None;None;None;None;0;0.5672994;1.4169779;0
16/JUNE/2022;0;None;0.81595665;1.0167108;1.5057434;0.6546914;0;None;None;None;1.4563168;1.0392432;0;0.5595159;None;None;0.766876;0;None;1.2590376;None;1.019867;0;0;None;None;None;None;None;None;None;None;None;0;0.5695924;1.4145095;1.5897571
17/JUNE/2022;0;None;0.8245655;1.0196793;0;0;0;None;None;None;0;1.0310532;1.0629079;0.57299733;None;None;0.77758896;0;None;0;None;1.0207931;0;0;None;None;None;None;None;None;None;None;None;0;0.57813644;0;1.4653037
18/JUNE/2022;1.362601;None;0.83117014;1.0186188;1.5361532;0.6537832;0.80316776;None;None;None;1.4609544;1.0205563;0.94027555;0.56695986;None;None;0.77289176;1.0355054;None;1.2598331;None;0;0;0;None;None;None;None;None;None;None;None;None;0;0.5779991;0;1.4549785
19/JUNE/2022;1.3625855;None;0.80461884;1.0171365;1.5677217;0.6531568;0.73637015;None;None;None;1.4569888;0;0.93868434;0.5736266;None;None;0;0;None;1.2580029;None;0;0;0;None;None;None;None;None;None;None;None;None;0;0.574136;0;1.4419489
20/JUNE/2022;1.359576;None;0.8054128;1.0174799;0;0;0.63417673;None;None;None;1.4614328;0;0.91496694;0.57340133;None;None;0.7728778;1.0331694;None;1.2512423;None;1.0027637;0;0;None;None;None;0;None;None;None;None;None;0;0.5683734;1.4246713;1.4542345
21/JUNE/2022;0;None;0.7963965;1.0036908;0;0;0;None;None;None;0;0;0;0;None;None;0.7711071;1.0223767;None;1.2463973;None;0.9989746;0;0;None;None;None;0;None;0.60975164;0.5676464;0.69200015;0.8230216;0;0;1.4136101;0
22/JUNE/2022;0;None;0;0;0;0;0;None;None;None;1.4475377;0;0;0.5751805;None;None;0.7145819;0;None;1.2487913;None;0.9931321;0;0;None;None;None;0.80193084;None;0.60813177;0.51701933;0;0.8031019;0;0.5713793;0;3.3532898
23/JUNE/2022;1.3649302;None;0;0;0;0;0;None;None;None;1.4427695;0;0;0.566297;None;None;0.68448615;1.0201876;None;1.2476883;None;0.9913766;0.410441;0;None;0;0;0.79110205;None;0;0;0;0;0.8403971;0.5689844;0;2.6229737
24/JUNE/2022;1.3628716;None;0;0;1.5125265;0.64482987;0.6316868;None;None;None;1.4368535;0;1.0080602;0.56618285;None;None;0.700623;0;None;0;None;0.98926044;0;0;None;0;0;0;None;0;0;0;0;0;0.564381;1.4346052;2.6102529
25/JUNE/2022;1.3607694;None;0;0;1.5217708;0.63199824;0.67478496;None;None;None;1.4333025;0.9950837;0.90412974;0.5646779;None;None;0.75099146;0;None;1.2434378;None;0;0.62798506;0;None;0;1.6151161;0.7653563;None;0;0;0;0;0.82629824;0.5540922;0;3.4683938
26/JUNE/2022;0;None;0.7924093;1.018543;1.5812666;0.6230792;0.64448893;None;None;None;0;0.9845783;0.97489583;0.5512838;None;None;0.74825597;1.0018606;None;1.2333328;None;0;0.6076182;0;None;0;1.5877565;0;None;0;0;0;0;0.8196073;0.5514648;0;3.269628
27/JUNE/2022;0;None;0.81679213;1.0177495;0;0.61726105;0.61024153;None;None;None;0;0.9796879;0.8814919;0.5605007;None;None;0;0;None;0;None;0.9704312;0.5364008;0;None;None;None;0.7305073;None;0;0;0;0;0;0.5538227;1.4362136;3.546312
28/JUNE/2022;1.36145;None;0.81099206;1.0249072;0;0;0;None;None;None;0;0.9498493;0;0;None;None;0.74251604;0.99478406;None;1.2218119;None;0.9607142;0.36513555;0.78241867;None;0;1.6383882;0.71973854;None;0;0;0;0;0;0;1.4166209;3.354083
29/JUNE/2022;0;None;0.81929654;1.0213962;0;0;0;None;None;None;1.3853898;0.98594975;0;0.54257727;None;None;0.73944086;0;None;1.220353;None;0.95887315;0.3689949;0.7787404;None;0;0;0;None;0.6088016;0.57314646;0.54871374;0;0;0.57712424;0;0
30/JUNE/2022;1.3523874;None;0.8450187;1.0190257;0;0;0;0.50359774;0;1.307003;1.3792025;0.97996783;0;0.5528835;None;None;0.7376438;0.9907554;None;1.2204229;None;0.9492237;0.49995452;0.7824023;None;0;0;0;None;0.6076979;0.52763593;0.51536435;0;0;0.54869306;1.4336152;3.2307134
31/JUNE/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/JULY/2022;1.3578545;0.730494;0.7975864;1.0161637;0;0.6164622;0;0.5040574;1.4721644;1.2993056;1.3836026;0;1.045067;0.56215024;0;0;0.7356938;0;0.81405437;0;None;0.9502596;0.3906568;0.76902527;None;0;0;0.6811568;None;0.6043894;0.5355579;0.5485401;0;0;0.5473093;1.432052;3.0670242
2/JULY/2022;1.3455725;0.7545449;0.8638327;1.0152444;1.6753818;0.60899454;0.600385;0.5063417;1.4334435;1.2936412;1.3641517;0;0.89034504;0.5673854;0.8106406;None;0;0.9799657;0.82216847;1.2172683;None;0.9385769;0.43448898;0.77154064;None;None;None;0.6913319;None;0.60834694;0.52706355;0.5740539;0;0;0.54299146;1.3842012;1.7500734
3/JULY/2022;1.3512955;0.85420525;0.81550187;1.0075816;1.6861178;0;0.58732456;0.5030547;1.4298097;1.2906845;1.3511162;0;0.92411697;0.5757551;0.77791256;0;0.7270395;0.9787625;0.82860374;1.2112075;None;0.926492;0.30823612;0.75959265;None;0;0;0;None;0.6072038;0.50370157;0.609027;0;0;0.544748;1.3758409;2.3176918
4/JULY/2022;1.3599414;0.504181;0.84267133;0.99774384;1.7003987;0.60714155;0.6216266;0.5031662;1.4421347;1.2926303;1.3347466;0.9629878;0.9255222;0.5761928;0.8316124;0;0.7252127;0;0.81034434;0;None;0.9180564;0;0;None;0;1.448944;0.70682967;0;0.64264035;0.5383321;0;0;0;0.5396122;1.7600831;2.5482442
5/JULY/2022;1.3540907;0.5918786;0.84622484;1.0007029;1.7179346;0.6000449;0.6308041;0.49991024;1.4229308;1.2817769;0;0.9493085;0;0.56878495;0.82183665;0;0.7246325;0.95419246;0.80835044;1.2000512;0.7052813;0.93133783;1.305229;0.7528941;None;0;1.4403247;0.67492527;0;0;0;0;0;0;0.57738507;1.9454548;2.072901
6/JULY/2022;1.3363705;0.708974;0.83130425;1.0005497;1.7252156;0.6007813;0.58620435;0.50002676;1.4274358;1.2774441;0;0.9572425;0;0.5758761;0.8303919;0;0.7240482;0.971522;0.8085258;1.2025875;0;0.92421955;0.3668949;0;None;None;None;0.68548065;0;0;0;0;0;0;0.5674217;1.4001397;2.4087827
7/JULY/2022;1.3444719;0.77653074;0.8207631;1.0011531;1.7369761;0;0;0.5021525;1.4387935;1.2732258;0;0.94695175;0.8182776;0.59420776;0.8500974;0;0.721746;0;0.7999263;1.2128677;0.69963384;0.92141485;0.43586692;0.75057876;None;0;1.5048652;0.67279744;0;0;0;0;0;0;0.5412683;1.418266;3.1315863
8/JULY/2022;0;0.5439279;0.8073186;1.0050205;0;0.6150582;0;0.50281006;1.4336867;1.2611288;0;0.941084;0.8103583;0.5999291;0.8223163;0;0.7210176;0.9740451;0.77397186;0;0.69657755;0.91701615;0.31683645;0.74910516;0.3175539;None;None;0;0.5244138;0.6747091;0.5775475;0;0;0;0.5416188;1.4047867;2.9846325
9/JULY/2022;1.3287952;0.5674427;0.8275867;0.9992461;0;0.60870975;1.2337676;0.50237614;1.4340253;1.2615037;0;0.9414483;0.9364337;0.5965555;0.827526;0;0.71989846;0.96224046;0.8111773;1.2068237;0.7076287;0;0.4947986;0;0.5783173;0;1.4656711;0;0.5188891;0.6817556;0.59349155;0.5360282;0.83271617;0.7687976;0.53780586;1.4110348;3.3533833
10/JULY/2022;0;0.71115494;0.8855469;0.99436367;0;0.59514713;1.4037223;0.5017821;1.4233952;1.1779263;0;0.93703943;0.9297161;0.58349794;0.81801444;0;0.71256447;0;0.7367788;1.20486;0.6990594;0.902701;0.33860493;0;0.6311062;0;1.4445903;0.6644859;0.520631;0.6742435;0.59984684;0.5419678;0.97723097;0.77191246;0.5283706;1.3981739;3.402054
11/JULY/2022;1.3059071;0.72554314;0.8710918;0.9896986;1.7418203;0.59891576;0;0.4993647;1.4307244;1.0088726;0;0.9399196;1.0711666;0.5918174;0.83037806;0;0.71285206;0.9658603;0.7215594;1.1999373;0.71285933;0.901029;0.4158161;0;0.39311412;0;0;0.6485136;0.51391596;0.6625732;0.61912656;0.56049633;0.95896274;0.7676077;0.5427308;1.3881799;3.3286235
12/JULY/2022;0;0.77819204;0.8315636;0.985143;1.7387657;0.5997611;0;0.4998626;1.4103963;0.9385859;0;0.9334736;0.93904173;0.6003989;0;0;0;0.9580302;0.8043769;1.1976244;0.7339504;0.89830714;0.33822218;0;0;0;0;0.6817664;0.51908845;0.6575681;0.5798212;0.5404792;0;0.7544192;0.54074717;1.3984789;0
13/JULY/2022;0;0.80732775;0;0;0;0.6027739;0;0.506569;1.4265081;0.89668876;0;0.93988186;0;0.59159774;0.9272499;0;0;0.96783954;0.81151235;1.1990384;0.7385854;0.89958453;0.49288008;0;0;0;1.5123829;0.66134334;0;0;0;0;0;0.7568747;0.5408004;1.3789049;0
14/JULY/2022;0;0.4718181;0;0;0;0;0;0.5111063;1.4711617;1.2833058;0;0.9377155;0;0.5806261;0;0;0;0.96309114;0.80336344;0;0.72398365;0.90845466;0.42243618;0;0.8154302;0;1.470815;0;0;0;0;0;0;0.7657892;0.5398131;1.3506188;0
15/JULY/2022;0;0;0.8326308;0.9722059;1.8016391;0.6214818;0;0.50669956;1.4882997;1.2792637;0;0.9563907;0.81492645;0.5828113;0.808009;0;0.72226673;0.9775873;0.7970915;0;0.75109464;0.92005813;0.36608857;0;0.864144;0;1.5118623;0.66142213;0.5290514;0.63932765;0.5826869;0.5673199;0;0.7840871;0.55419576;1.3602185;1.3865384
16/JULY/2022;1.189609;0.8034473;0.86339486;0.96296036;1.7405924;0.60708034;1.329745;0.50222105;1.47517;1.2487167;0;0.9478795;0.816203;0.5824447;0.82626486;0;0.71864104;0.97138065;0.8105613;1.207991;0.7342265;0;0.35349885;0;None;0;1.4117273;0.67360675;0.5259953;0.631177;0.5353056;0.5487538;0;0.7861658;0.5417545;1.3337594;1.5497093
17/JULY/2022;1.1559366;0.55319256;0.88681984;0.9495502;1.5686866;0.5911093;1.2021971;0.49804956;1.4593153;1.2303151;0;0.9428586;0;0.59557587;None;0;0.7204074;0;0.82762045;1.2022552;0.7070728;0.9061073;0.3398829;0;None;0;1.4574943;0.67372936;0.5271841;0.6062725;0.56256527;0.5736623;0;0.7702191;0.53686917;1.2913392;1.5517725
18/JULY/2022;1.1581324;0.7029726;0.94343543;0.93300724;1.5954303;0.58607197;1.1952344;0.49812773;1.439268;1.2233485;1.3355201;0.943651;0;0.58468515;0.011003557;0;0;0.96192616;0.7979501;0;0.7528998;0.90023315;0.3242115;0;None;0;1.4347908;0;0.51725966;0.59749544;0.5325739;0.5486795;0;0;0.53370607;1.3087556;1.5741915
19/JULY/2022;1.1778922;0;0.8581244;0.92803854;0;0.5830754;1.1924967;0.4982806;1.44684;1.205447;1.3257859;0;0.8307945;0.6019938;None;0;0.711717;0.94807154;0.78460807;0;0.69009787;0.9008536;0.37100747;0;None;0;0;0;0;0;0;0;0;0.7605258;0.5357093;1.2940831;1.5634217
20/JULY/2022;0;0;0.875302;0.9358701;0;0;0;0.49823165;1.4639115;1.2240267;1.3129408;0;0.92145973;0.5906029;0;0;0.70812565;0.9598785;0.8022314;1.1953025;0.7389657;0.89024466;1.125929;0;0.4133424;0;0;0.68454105;0;0;0;0;0;0;0.5410778;1.2575178;1.354262
21/JULY/2022;0;0;0;0;1.7897336;0;0;0.4976445;1.3459508;1.2074422;1.3123584;0;1.0387946;0.601326;0.9085809;0;0.70721704;0.9557088;0.75418615;1.1889927;0.71258384;0.8755078;1.1381117;0;0.36311352;0;0;0.6851289;0;0;0;0;0;0.74074227;0.53151506;1.2452244;1.5868319
22/JULY/2022;1.1576344;0;0.8741778;0.9491508;1.779536;0.601739;0;0.49690828;1.448553;1.208658;1.3118311;0;1.0764976;0.60125333;0;0;0;0.9509212;0.7698199;0;0.6784148;0.87548745;0.3203139;0.74796313;0.39616102;0;1.3568078;0;0.5002108;0.54740614;0.46669194;0.57891285;0;0;0.5401823;1.2488539;1.5885744
23/JULY/2022;1.1601447;0.76439404;0.9235381;0.9061526;1.7875177;0.5921148;1.4381434;0.49617013;1.4386952;1.1918467;1.3059834;0.90168405;1.2572128;0.601774;0.85084194;0;0.6870944;0.9429267;0.73939395;1.1747092;0.72633624;0;0;0.7504236;0.37149227;0;1.3463571;0.68542916;0.49413082;0.53805536;0.45289466;0.5393467;0;0;0.5241925;1.1922965;1.5653987
24/JULY/2022;1.1582623;0.75856036;0.90986526;0.8350889;1.798278;0.58337176;0;0.49432114;1.4397146;1.1592847;1.2661835;0.90758705;1.2591493;0.60855305;0.8150014;0;0.6786564;0.92287916;0.7465631;1.1661727;0.70859957;0.83847165;0.39499366;0.76846474;0.32480884;0;1.284702;0.7310068;0.47746044;0.5369923;0.46611932;0.49541864;0;0.7060211;0.5147252;1.1847485;1.5777646
25/JULY/2022;1.1559339;0;0.93145823;0.8394342;1.7986978;0.580194;0;0.49167603;1.4487551;1.089107;1.266969;0;0.89188147;0.6046135;0.8584835;0;0.6665015;0.894658;0.73942363;1.1528933;0.6782583;0.82349485;0.326886;0;0;None;None;0;0.46816066;0.53351885;0.47087795;0.4700106;0;0.68864393;0.5170427;1.1766773;1.5844223
26/JULY/2022;0;0;0;0;1.7896019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2246401;0
27/JULY/2022;1.0786092;0;0.8604631;0.941054;0;0;0;0;0;0;0;0;0;0;0;0;0;0.93748724;0;0;0;0.85966945;0;0.7441687;0;None;None;0.76901114;0;0;0;0;0;0;0;2.6900024;1.5724182
28/JULY/2022;1.1107303;0;0.92225784;0.9311742;0;0;0;0.49515173;0;0;0;0;1.0831285;0;0;0;0;0.9156021;0;0;0;0.8538403;0;0.7623978;0.68448997;0;1.4062047;0.7687187;0;0;0;0;0;0;0;1.7415644;1.5612593
29/JULY/2022;1.082307;0;0.89390403;0.91496897;0;0.55170625;0;0.4948695;1.442122;0;0;0;1.0084281;0;0;0;0.685879;0.93345755;0.7934109;1.1661639;0.81269515;0.8478071;0;0.7615388;0.6864824;0;1.4529274;0.76615846;0;0.5015218;0.35328028;0;0.76230544;0.71213543;0;1.0115123;1.5528407
30/JULY/2022;0;0;0;0;0;0.5790453;0;0;1.4424348;0;0;0;0.75753975;0;0;0;0.67702585;0;0.81274927;1.1601032;0.7378303;0;0;0;0;0;0;0;0;0.4993134;0.41589418;0;0.72985333;0.70194864;0;0;0
31/JULY/2022;0;0;0;0;1.7774405;0.5754164;0;0;1.471351;0;0;0;None;0;0.8962729;0;0.6697013;0;0.7878272;1.14551;0.6855645;0.83315223;0;0;0;0;0;0;0.4733861;0.49816498;0.3954184;0.47965384;0.69299227;0.69744796;0;0;0
1/AUGUST/2022;0;0.710417;0;0;1.7669029;0.5682591;0;0;0;1.137466;1.2653842;0.8940219;0;0;0.75681436;0.8705582;0;0;0;0;0;0.84063435;0;0;0;0;0;0;0.46993533;0;0;0.5497521;0;0;0;0;0
2/AUGUST/2022;0;0.66225594;0.9075446;0.8715305;1.7701485;0;0;0.49572265;0;1.1475652;1.2297841;0.87776375;1.4752452;0.62975043;0.33634233;0.8666632;0;0.9123347;0;0;0;0.8420044;0;0.7584163;0.74275935;0;1.3874488;0.7515544;0.47164142;0;0;0.5543764;0;0;0.52081305;1.0917796;0
3/AUGUST/2022;1.0602201;0;0.85731256;0.85924405;0;0;0;0.49345124;0;0;0;0;1.172425;0;0;0;0;0.9080793;0;0;0;0.83335;0;0.75013596;0.7175986;0;1.4105995;0.76294893;0;0;0;0;0;0;0.5175607;0.85192895;1.466521
4/AUGUST/2022;1.0421437;0;0.81589353;0.85097194;0;0.5757487;0.79745024;0.49297637;1.4650327;0;0;0;1.2786797;0;0;0;0.64930207;0.89978576;0.7453902;1.1399101;0;0.82250565;0;0.73841494;0.6693818;0;1.3732573;0;0;0.46895134;0.31283855;0;0.8948828;0.6930192;0.5149461;1.0579672;1.4616209
5/AUGUST/2022;0;0;0;0;0;0.57182056;0.79361963;0;1.506963;0;0;0;1.6507506;0;0;0;0.6420779;0;0.7429576;1.133963;0.71610975;0;0;0;0;0;0;0;0;0.46726704;0.36502305;0;0.5715224;0.6878634;0;0;0
6/AUGUST/2022;0;0;0;0;1.7200104;0.5615896;0.79312724;0;1.5141945;0;1.2341524;0.8438548;0;0;0;0;0.63037544;0;0.75701225;1.1302584;0.68517065;0.81668574;0;0;0;0;0;0;0;0.46708542;0.36334124;0;0.42178813;0.67970407;0.50982237;0;0
7/AUGUST/2022;0;0.71381223;0;0;1.7148533;0;0;0;1.5009046;1.0929759;1.2109586;0.8309824;0;0;0.24476802;0.80710703;0;0;0.7153167;0;0.6707373;0.81198305;0;0;0;0;0;0;0.46393678;0.46513775;0.33294457;0.4837764;0;0;0.50012136;0;0
8/AUGUST/2022;0;0.71571064;0;0;1.7197223;0;0;0;0;1.1057596;1.203478;0.8144192;0;0;0.15716453;0.80421436;0;0;0;0;0;0.80205053;0;0;0;0;0;0;0.46098933;0;0;0.47162452;None;0;0.5061566;0;1.5831459
9/AUGUST/2022;1.0312262;0;0.81498224;0.8354662;0;0;0;0.4975875;0;0;0;0;1.5530709;0;0;0;0;0.88581115;0;1.1353321;0;0.80989176;0;0;0;0;1.4343054;0;0;0;0;0;None;0;0;1.084094;1.5777457
10/AUGUST/2022;1.0392255;0;0.77635235;0.8353762;0;0;0;0.4912085;1.4512718;0;0;0;1.3458285;0;0;0;0;0.8762522;0;0;0;0.8116712;0;0;0.43379408;0;1.3237033;0;0;0;0;0;None;0;0;1.162658;1.5096053
11/AUGUST/2022;0;0;0;0;0;0.5400188;0.7935482;None;1.4460905;0;0;0;1.3731053;0;0;0;0.6260861;0;0.7220171;1.1439416;0.7915544;0;0;0;0;0;0;0;0;0;0.36265436;0;None;0;0;0;0
12/AUGUST/2022;0;0;0;0;0;0.54812807;0.79244614;None;1.4300786;0;0;0;0;0;0;0;0.6207748;0;0.766034;1.1395017;0.69947076;0.8050875;0;0;0;0;0;0;0;0.44917896;0.3447281;0;None;0;0;0;0
13/AUGUST/2022;0;0;0;0;1.6960975;0;0;None;0;0;1.2587079;0.84291786;0;0;0;0.82132393;0;0;0;0;0;0.8131495;0;0;0;0;0;0;0.46415597;0;0;0.45417818;None;0;0;0;None
14/AUGUST/2022;0;0.68149287;0;0;1.7078663;0;0;None;0;0;1.2151625;0.8174105;0;0;0.10021278;0.77618045;0;0;0;0;0;0.80856687;0;0;0;0;0;0;0.4562715;0;0;0.44942725;None;0;0;0;None
15/AUGUST/2022;1.0330092;0;0.78757715;0.8345115;1.6929997;0.5669096;0.79744506;None;0;0;0;0;0.7827012;0;0.016630497;0.83982843;0;0.8825;0.7129418;1.1396672;0.72095615;0.80829835;0;0;0.66420954;0;1.3792547;0;0;0.40983412;0.27324346;0;None;0;0;0;None
